title,price,location,full_address,bedrooms,bathrooms,property_type,project_name,offer_type,construction_year,parking_spaces,ownership_type,floor_area,floor,condition,project_link,publish_date,publish_by,latitude,longitude
"For Sale Studio in Salcedo, Makati including the CGT | Best Realtor","₱ 5,900,000","Bel-Air, Makati","Two Central, Bel-Air, Makati, Metro Manila, Philippines",,1 bathroom,Condo,Two Central,For Sale,,,,40 sqm,25,Fully furnished,https://www.lamudi.com.ph/projects/two-central/,"2 days, 5 hours ago",Best Realtor,14.559826,121.018519
"For Sale 1 Bedroom in Two Central, Salcedo, Makati, Manila | Best Realtor","₱ 9,500,000","Bel-Air, Makati","Two Central, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Two Central,For Sale,,,,59 sqm,31,Fully furnished,https://www.lamudi.com.ph/projects/two-central/,"2 days, 5 hours ago",Best Realtor,14.559826,121.018519
"Condo for Sale in Velaris Residences at Bridgetowne, Pasig City","₱ 54,798,000","Rosario, Pasig","The Velaris Residences, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Velaris Residences,For Sale,,,,154 sqm,,,https://www.lamudi.com.ph/projects/the-velaris-residences/,"2 days, 5 hours ago",Jared Toprealty,14.5941953,121.0837818
"2 Bedrooms For Lease in Arya Residences, BGC, Taguig City","₱ 41,000,000","Fort Bonifacio, Taguig","Arya Residences Tower 1, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Arya Residences Tower 1,For Sale,,2,,116 sqm,116,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-942ec755fa1-bea-8b016f99-827f-1235,"2 days, 5 hours ago",KRN Properties,14.5462694,121.0486863
"Velaris Residences, 2BR Condo with Private Lift for Sale in Bridgetowne, Pasig City","₱ 54,798,000","Rosario, Pasig","The Velaris Residences, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Velaris Residences,For Sale,,,,154 sqm,,,https://www.lamudi.com.ph/projects/the-velaris-residences/,"2 days, 6 hours ago",JC Nayve,14.5941953,121.0837818
"Velaris Residences, Prime 2BR Condo for Sale in Bridgetowne, Pasig City","₱ 54,798,000","Rosario, Pasig","The Velaris Residences, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Velaris Residences,For Sale,,,,154 sqm,,,https://www.lamudi.com.ph/projects/the-velaris-residences/,"2 days, 6 hours ago",Ronald Manahan,14.5941953,121.0837818
"1 Bedroom For Sale in Tivoli Garden, Mandaluyong City","₱ 3,500,000","Hulo, Mandaluyong","Tivoli Garden Residences, Hulo, Mandaluyong, Metro Manila, Philippines",1 bedroom,,Condo,Tivoli Garden Residences,For Sale,2013,,,41 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/tivoli-garden-residences/,"2 days, 6 hours ago",Infinity Realty,14.5725275,121.0299407
"1 Bedroom For Sale in Bay Gardens, Pasay City","₱ 8,000,000","Pasay, Metro Manila","Bay Garden, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Bay Garden,For Sale,2003,1,Leasehold,46 sqm,7,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-bc7b47426369-5246-d019ebb3-b4fc-43d4,"2 days, 6 hours ago",Infinity Realty,14.5410495,120.9903294
"1 Bedroom For Sale In Tivoli Garden Residences, Mandaluyong City","₱ 3,500,000","Hulo, Mandaluyong","Tivoli Garden Residences, Hulo, Mandaluyong, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Tivoli Garden Residences,For Sale,,,Freehold,41 sqm,9,Fully furnished,https://www.lamudi.com.ph/projects/tivoli-garden-residences/,"2 days, 6 hours ago",Haidee Infinity,14.5725275,121.0299407
"1 Bedroom For Sale In Tivoli Garden Residences, Mandaluyong City","₱ 3,500,000","Hulo, Mandaluyong","Tivoli Garden Residences, Hulo, Mandaluyong, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Tivoli Garden Residences,For Sale,,,Freehold,41 sqm,9,Fully furnished,https://www.lamudi.com.ph/projects/tivoli-garden-residences/,"2 days, 6 hours ago",Eva Marzan,14.5725275,121.0299407
"2 Bedroom For Sale in Knightsbridge Residences, Makati City","₱ 15,500,000","Makati, Metro Manila","Knightsbridge Residences, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Knightsbridge Residences,For Sale,2014,1,Leasehold,60 sqm,30,Fully furnished,https://www.lamudi.com.ph/projects/knightsbridge-residences/,"2 days, 6 hours ago",Infinity Realty,14.5672255,121.0277382
"For Sale In Bay Gardens, Pasay City","₱ 8,000,000","Pasay, Metro Manila","Bay Garden, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Bay Garden,For Sale,,1,Freehold,46 sqm,7,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-bc7b47426369-5246-d019ebb3-b4fc-43d4,"2 days, 6 hours ago",Adel Infinity,14.5410495,120.9903294
"2 Bedroom For Sale in Manansala Tower, Makati City","₱ 35,000,000","Bangkal, Makati","Manansala Tower, Bangkal, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Manansala Tower,For Sale,2005,1,Leasehold,106 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-845dc2345ca5-d6ae-f4ee9ab8-b2ed-4845,"2 days, 6 hours ago",Infinity Realty,14.5640382,121.0381395
"2 Bedroom For Sale in Orient Mansion, Makati City","₱ 13,000,000","Bel-Air, Makati","Orient Mansions, Bel-Air, Makati, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Orient Mansions,For Sale,,1,,118 sqm,,,https://www.lamudi.com.ph/projects/orient-mansions/,"2 days, 6 hours ago",Malou Suerte,14.5606831,121.0246083
"For Sale In Bay Gardens, Pasay City","₱ 8,000,000","Pasay, Metro Manila","Bay Garden, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Bay Garden,For Sale,,1,Freehold,46 sqm,7,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-bc7b47426369-5246-d019ebb3-b4fc-43d4,"2 days, 6 hours ago",Leonelyn Infinity,14.5410495,120.9903294
"1 Bedroom For Sale In Bay Gardens, Pasay City","₱ 8,000,000","Pasay, Metro Manila","Bay Garden, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Bay Garden,For Sale,,1,Freehold,46 sqm,7,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-bc7b47426369-5246-d019ebb3-b4fc-43d4,"2 days, 7 hours ago",Haidee Infinity,14.5410495,120.9903294
"1 Bedroom For Sale In Bay Gardens, Pasay City","₱ 8,000,000","Pasay, Metro Manila","Bay Garden, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Bay Garden,For Sale,,1,Freehold,46 sqm,7,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-bc7b47426369-5246-d019ebb3-b4fc-43d4,"2 days, 7 hours ago",Eva Marzan,14.5410495,120.9903294
"Condo with Private Lift for Sale in Velaris Residences at Bridgetowne, Pasig City","₱ 54,798,000","Rosario, Pasig","The Velaris Residences, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Velaris Residences,For Sale,,,,154 sqm,,,https://www.lamudi.com.ph/projects/the-velaris-residences/,"2 days, 7 hours ago",Top Realty corporation - Pre-Selling,14.5941953,121.0837818
Luxury Studio Condo in Shang Summit Quezon City near ABS-CBN,"₱ 10,943,000","Diliman, Quezon City","Shang Summit, Diliman, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shang Summit,For Sale,2030,,Freehold,39 sqm,60,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-9409b20c227f-c3c6-10a69844-96ea-425d,"2 days, 7 hours ago",Wilver  Madarang,14.6362321,121.0395395
For Sale: ONE MCKINLEY PLACE 2 Bedroom with 1 Parking (Golf course views),"₱ 30,000,000","Fort Bonifacio, Taguig","One Mckinley Place, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,One Mckinley Place,For Sale,2005,1,Freehold,110 sqm,38,Partly furnished,https://www.lamudi.com.ph/projects/one-mckinley-place/,"2 days, 8 hours ago",Valerie Mae San Antonio,14.5489991,121.0452903
"For Sale In Knightbridge, Makati City","₱ 15,500,000","Makati, Metro Manila","Knightsbridge Residences, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Knightsbridge Residences,For Sale,,1,Freehold,60 sqm,30,Fully furnished,https://www.lamudi.com.ph/projects/knightsbridge-residences/,"2 days, 9 hours ago",Leonelyn Infinity,14.5672255,121.0277382
"For Sale In Knightbridge, Makati City","₱ 15,500,000","Makati, Metro Manila","Knightsbridge Residences, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Knightsbridge Residences,For Sale,,1,Freehold,60 sqm,30,Fully furnished,https://www.lamudi.com.ph/projects/knightsbridge-residences/,"2 days, 9 hours ago",Adel Infinity,14.5672255,121.0277382
"2 Bedroom For Sale In Knightsbridge, Makati City","₱ 15,500,000","Makati, Metro Manila","Knightsbridge Residences, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Knightsbridge Residences,For Sale,,1,Freehold,60 sqm,30,Fully furnished,https://www.lamudi.com.ph/projects/knightsbridge-residences/,"2 days, 9 hours ago",Haidee Infinity,14.5672255,121.0277382
"2 Bedroom For Sale In Knightsbridge, Makati City","₱ 15,500,000","Makati, Metro Manila","Knightsbridge Residences, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Knightsbridge Residences,For Sale,,1,Freehold,60 sqm,30,Fully furnished,https://www.lamudi.com.ph/projects/knightsbridge-residences/,"2 days, 9 hours ago",Eva Marzan,14.5672255,121.0277382
Avida Towers Centera Studio 22sqm P3.6M in Mandaluyong,"₱ 3,600,000","Highway Hills, Mandaluyong","Avida Towers Centera, Highway Hills, Mandaluyong, Metro Manila, Philippines",,1 bathroom,Studio,Avida Towers Centera,For Sale,,,,22 sqm,22,Partly furnished,https://www.lamudi.com.ph/projects/avida-towers-centera/,"2 days, 9 hours ago",Richard Pante,14.5765134,121.0509071
"FOR SALE: 1-Bedroom Flat in Portico, Pasig City","₱ 13,500,000","Capitol Subdivision, Pasig","Portico, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Portico,For Sale,,,,57 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/portico/,"2 days, 9 hours ago",RE/MAX Capital,14.5746295,121.0654341
Makati Condo 1Br 26sqm Rfo Move in Agad Rent to Own in Makati Ayala Bgc Taguig Naia Magallanes MRT LRT Pasay MOA,"₱ 3,500,001","Bangkal, Makati","San Lorenzo Place, Bangkal, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,San Lorenzo Place,For Sale,,,,3 sqm,12,,https://www.lamudi.com.ph/projects/san-lorenzo-place/,"2 days, 9 hours ago",Jerald Yucot,14.5420963,121.0187478
"For Sale in Manansala Tower,Rockwell Makati!!!","₱ 35,000,000","Bangkal, Makati","Manansala Tower, Bangkal, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Manansala Tower,For Sale,,1,Freehold,106 sqm,39,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-845dc2345ca5-d6ae-f4ee9ab8-b2ed-4845,"2 days, 9 hours ago",Leonelyn Infinity,14.5640382,121.0381395
"FOR SALE: 2-Bedroom Loft in One Rockwell, Makati","₱ 27,000,000","Makati, Metro Manila","One Rockwell, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,One Rockwell,For Sale,,1,,97 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/one-rockwell/,"2 days, 9 hours ago",RE/MAX Capital,14.5634222,121.0383925
One Lafayette Square | One Bedroom 1BR Condo Unit For Sale - #8951,"₱ 11,500,000","Bel-Air, Makati","One Lafayette Square, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,One Lafayette Square,For Sale,,,,75 sqm,,,https://www.lamudi.com.ph/projects/one-lafayette-square/,"2 days, 10 hours ago",Kat Everbright AO,14.5590339,121.0219974
"2 Bedoom For Sale In Manansala Tower, Makati City","₱ 35,000,000","Bangkal, Makati","Manansala Rockwell, Bangkal, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Manansala Rockwell,For Sale,,1,Freehold,106 sqm,39,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-ffed4b95643a-1102-7e7df6f5-8322-4efd,"2 days, 10 hours ago",Haidee Infinity,14.5459873,121.0137143
"2 Bedoom For Sale In Manansala Tower, Makati City","₱ 35,000,000","Bangkal, Makati","Manansala Rockwell, Bangkal, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Manansala Rockwell,For Sale,,1,Freehold,106 sqm,39,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-ffed4b95643a-1102-7e7df6f5-8322-4efd,"2 days, 10 hours ago",Eva Marzan,14.5459873,121.0137143
"2 Bedroom For Sale in Manansala Tower, Makati City","₱ 35,000,000","Bangkal, Makati","Manansala Tower, Bangkal, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Manansala Tower,For Sale,,1,,106 sqm,,,https://www.lamudi.com.ph/projects/41032-73-845dc2345ca5-d6ae-f4ee9ab8-b2ed-4845,"2 days, 10 hours ago",The Infinity Realty Inc.,14.5640382,121.0381395
"FOR SALE! Fully Furnished 1BR unit with FLEX in Park Terraces Point Tower, Makati City","₱ 26,000,000","Makati, Metro Manila","Park Terraces, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Park Terraces,For Sale,,1,,80 sqm,20,Fully furnished,https://www.lamudi.com.ph/projects/park-terraces/,"2 days, 10 hours ago",Seatherny Real Estate,14.5506307,121.0237662
Joya South | One Bedroom 1BR For Sale - #8861,"₱ 16,000,000","Bangkal, Makati","Joya South Tower, Bangkal, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Joya South Tower,For Sale,,,,46 sqm,,,https://www.lamudi.com.ph/projects/41032-73-b15d9b278acd-72e8-c2ad5ae5-a9d1-4284,"2 days, 11 hours ago",Kat Everbright AO,14.5459873,121.0137143
Edades Suites | Three Bedroom 3BR Condo Unit For Sale - #8631,"₱ 135,000,000","Makati, Metro Manila","Edades Suites, Makati, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Edades Suites,For Sale,,,,237 sqm,,,https://www.lamudi.com.ph/projects/edades-suites/,"2 days, 11 hours ago",Kat Everbright AO,14.5663172,121.0352474
Kroma Tower | One Bedroom 1BR Condo Unit For Sale - #8072,"₱ 12,000,000","Legazpi Village, Makati","Kroma Tower, Legazpi Village, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Kroma Tower,For Sale,,,,59 sqm,,,https://www.lamudi.com.ph/projects/kroma-tower/,"2 days, 11 hours ago",Kat Everbright AO,14.5586592,121.0168143
West Gallery Place | One Bedroom 1BR Condo Unit For Sale - #2684,"₱ 25,000,000","Fort Bonifacio, Taguig","West Gallery Place, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,West Gallery Place,For Sale,,,,65 sqm,,,https://www.lamudi.com.ph/projects/west-gallery-place-ayala-land-inc/,"2 days, 11 hours ago",Kat Everbright AO,14.5490434,121.0512806
"RUSH For Sale: Furnished Condo Unit at Shore Residences, Mall of Asia Pasay – Ready for Airbnb or Long-Term Rental! 🌇","₱ 3,300,000","Pasay, Metro Manila","Shore Residences, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shore Residences,For Sale,,,Freehold,24 sqm,9,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-ebcd8a8b248-bdf-22782773-86ca-456c,"2 days, 11 hours ago",fria evangelista,14.5413669,120.9853729
"RUSH For Sale: Furnished Condo Unit at Shore Residences, Mall of Asia Pasay – Ready for Airbnb or Long-Term Rental! 🌇","₱ 3,300,000","Pasay, Metro Manila","Shore Residences, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shore Residences,For Sale,,,Freehold,24 sqm,9,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-ebcd8a8b248-bdf-22782773-86ca-456c,"2 days, 12 hours ago",SMDC International,14.5413669,120.9853729
Luxury 3-Bedroom Condo for Sale near BGC,"₱ 35,000,000","Taguig, Metro Manila","St. Moritz Private Estate, Taguig, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,St. Moritz Private Estate,For Sale,2021,,Leasehold,117 sqm,5,Fully furnished,https://www.lamudi.com.ph/projects/st-moritz-private-estate/,"2 days, 12 hours ago",Ma Bella Aunor,14.5378393,121.0457589
Penthouse condo at Two Serendra Meranti 3 bedrooms,"₱ 72,000,000","Fort Bonifacio, Taguig","The Meranti at Two Serendra, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Penthouse,The Meranti at Two Serendra,For Sale,,2,Freehold,235 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-4e49b051e6c-8f56-cc59dac6-894f-40b6,"2 days, 19 hours ago",JV Boris,14.546591,121.052432
"SACRIFICE SALE! AURELIA RESIDENCES: 3BR Deluxe East for Sale, 242 sqm, 2 parking, P110M only!","₱ 110,000,000","Fort Bonifacio, Taguig","Aurelia Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,5 bathrooms,Condo,Aurelia Residences,For Sale,2025,2,,242 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/aurelia-residences/,"2 days, 20 hours ago",Glenda Joyce Tanlimco,14.5448059,121.0462915
Resort 1BR Condo Brixton Place Pasig City RFO,"₱ 7,126,000","Malamig, Mandaluyong","Kai Garden Residences, Malamig, Mandaluyong, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Kai Garden Residences,For Sale,2022,,Freehold,30 sqm,40,Unfurnished,https://www.lamudi.com.ph/projects/kai-garden-residences/,"2 days, 22 hours ago",Wilver  Madarang,14.5759944,121.044818
Clean Title Furnished 3BR with 2 Parking FOR SALE at Pacific Plaza Condominium Urdaneta Makati,"₱ 68,000,000","Urdaneta, Makati","Pacific Plaza, Urdaneta, Makati, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Pacific Plaza,For Sale,,2,,289 sqm,20,Partly furnished,https://www.lamudi.com.ph/projects/pacific-plaza/,"3 days, 2 hours ago",Aurea Caampued,14.552264,121.0282242
RENT TO OWN CONDO ALONG C5 NEARBY SM AURA AND MAKATI,"₱ 3,500,000","Bagong Tanyag, Taguig","Grace Residences, Bagong Tanyag, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Grace Residences,For Sale,,,Freehold,27 sqm,30,Unfurnished,https://www.lamudi.com.ph/projects/grace-residences/,"3 days, 2 hours ago",Reymar Abalos,14.4773218,121.0485599
"Ready for Occupancy: Negotiable Studio Condo at Victoria Station 2, QC - Rey","₱ 4,500,000","Diliman, Quezon City","Victoria Sports Tower, Diliman, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Victoria Sports Tower,For Sale,,,,22 sqm,40,Unfurnished,https://www.lamudi.com.ph/projects/victoria-sports-tower/,"3 days, 3 hours ago",Renato Samaniego,14.636086,121.04254
Live at the Heart of QC: Avida Towers Vita Unit for a Live-Work-Play Lifestyle - Rey,"₱ 4,900,000","Diliman, Quezon City","Avida Towers Vita, Diliman, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Avida Towers Vita,For Sale,,,,20 sqm,17,Unfurnished,https://www.lamudi.com.ph/projects/avida-towers-vita/,"3 days, 3 hours ago",Renato Samaniego,14.646806,121.036889
"Pre-Selling | Gardencourt Residences, 2BR Bedroom Classic, by Ayala Land Premier in Arca South, Taguig City","₱ 45,881,000","Taguig, Metro Manila","Gardencourt Residences at Arca South, Taguig, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Gardencourt Residences at Arca South,For Sale,,1,Freehold,137 sqm,8,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-28c664450d44-b125-bc8b1149-b281-4f1c,"3 days, 3 hours ago",RMS Capitals,14.5042267,121.0452082
"Pre-Selling | Gardencourt Residences, 1BR Bedroom Classic, by Ayala Land Premier in Arca South, Taguig City","₱ 27,193,000","Taguig, Metro Manila","Gardencourt Residences, Taguig, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Gardencourt Residences,For Sale,,1,Freehold,70 sqm,8,Partly furnished,https://www.lamudi.com.ph/projects/gardencourt-residences/,"3 days, 3 hours ago",RMS Capitals,14.5042267,121.0452082
"Pre-Selling | Gardencourt Residences, 1BR Bedroom Classic, by Ayala Land Premier in Arca South, Taguig City","₱ 27,561,000","Taguig, Metro Manila","Gardencourt Residences, Taguig, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Gardencourt Residences,For Sale,,1,Freehold,70 sqm,5,Partly furnished,https://www.lamudi.com.ph/projects/gardencourt-residences/,"3 days, 3 hours ago",RMS Capitals,14.5042267,121.0452082
