project_name,location,full_address,latitude,longitude
Greenbelt Parkplace,"Urdaneta, Makati, Metro Manila","Greenbelt Parkplace, Urdaneta, Makati, Metro Manila, Philippines",14.5557562,121.0292097
Larossa In Capitol Hills,"Matandang Balara, Quezon City, Metro Manila","Larossa In Capitol Hills, Matandang Balara, Quezon City, Metro Manila, Philippines",14.6649406,121.0823425
Escala Salcedo,"Bel-Air, Makati, Metro Manila","Escala Salcedo, Bel-Air, Makati, Metro Manila, Philippines",14.559459,121.023351
Victoria De Manila 2,"Malate, Manila, Metro Manila","Victoria De Manila 2, Malate, Manila, Metro Manila, Philippines",14.5742612,120.989016
Torre Central,"Manila, Metro Manila","Torre Central, Manila, Metro Manila, Philippines",14.6068549,120.990619
COVENT GARDEN,"Santa Mesa, Manila, Metro Manila","COVENT GARDEN, Santa Mesa, Manila, Metro Manila, Philippines",14.6011125,121.0011417
One Shangrila Place Ortigas,"Metro Manila, Mandaluyong","One Shangrila Place Ortigas, Metro Manila, Mandaluyong, Philippines",14.5820522,121.0557985
Elements Eco-Efficient Residences,"Kapitolyo, Pasig, Metro Manila","Elements Eco-Efficient Residences, Kapitolyo, Pasig, Metro Manila, Philippines",14.5701673,121.0643896
Royal Palm Villa,"Tugatog, Malabon, Metro Manila","Royal Palm Villa, Tugatog, Malabon, Metro Manila, Philippines",14.6629184,120.9689892
One Central Tower 1,"Urdaneta, Makati, Metro Manila","One Central Tower 1, Urdaneta, Makati, Metro Manila, Philippines",14.5586922,121.0266752
Mezza II Residences,"Pasong Tamo, Quezon City, Metro Manila","Mezza II Residences, Pasong Tamo, Quezon City, Metro Manila, Philippines",14.6793833,121.0593087
One Nenita Place,"Ramon Magsaysay, Quezon City, Metro Manila","One Nenita Place, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
Vivaldi Residences,"Ramon Magsaysay, Quezon City, Metro Manila","Vivaldi Residences, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
Amaia Steps Novaliches,"Ramon Magsaysay, Quezon City, Metro Manila","Amaia Steps Novaliches, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
WILL TOWER,"Ramon Magsaysay, Quezon City, Metro Manila","WILL TOWER, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.6383294,121.0373537
Circulo Verde Lleida,"Metro Manila, Quezon City","Circulo Verde Lleida, Metro Manila, Quezon City, Philippines",14.6487853,121.0509385
The Manors at Celebrity Place,"Ramon Magsaysay, Quezon City, Metro Manila","The Manors at Celebrity Place, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.666689,121.0784693
Grass Residences,"Alicia, Quezon City, Metro Manila","Grass Residences, Alicia, Quezon City, Metro Manila, Philippines",14.6603303,121.0281954
One Metropolitan Place,"Malate, Manila, Metro Manila","One Metropolitan Place, Malate, Manila, Metro Manila, Philippines",14.5364686,121.0043245
Studio Zen Taft,"Malate, Manila, Metro Manila","Studio Zen Taft, Malate, Manila, Metro Manila, Philippines",14.5684018,120.992545
The Parkside Villa,"Malate, Manila, Metro Manila","The Parkside Villa, Malate, Manila, Metro Manila, Philippines",14.5193052,121.0206069
Pinecrest,"Ramon Magsaysay, Quezon City, Metro Manila","Pinecrest, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
Oceanaire Luxurious Residences,"Malate, Manila, Metro Manila","Oceanaire Luxurious Residences, Malate, Manila, Metro Manila, Philippines",14.5325987,120.9862009
MANILA RESIDENCES,"Tondo, Manila, Metro Manila","MANILA RESIDENCES, Tondo, Manila, Metro Manila, Philippines",14.566764,120.9935709
CIVIC PLACE,"Alabang, Muntinlupa, Metro Manila","CIVIC PLACE, Alabang, Muntinlupa, Metro Manila, Philippines",14.4141749,121.0434091
MONTECITO RESIDENTIAL RESORT,"Malate, Manila, Metro Manila","MONTECITO RESIDENTIAL RESORT, Malate, Manila, Metro Manila, Philippines",14.5222514,121.0174281
CORINTHIAN EXECUTIVE REGENCY,"Bagong Ilog, Pasig, Metro Manila","CORINTHIAN EXECUTIVE REGENCY, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5899067,121.0616823
One Mckinley Place,"BGC, Taguig, Metro Manila","One Mckinley Place, BGC, Taguig, Metro Manila, Philippines",14.5489991,121.0452903
MANHATTAN GARDEN,"Ramon Magsaysay, Quezon City, Metro Manila","MANHATTAN GARDEN, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
South of Market Private Residences (SOMA),"Bagong Tanyag, Taguig, Metro Manila","South of Market Private Residences (SOMA), Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5468417,121.0519642
CHERRY ORCHARD SUITES,"Ramon Magsaysay, Quezon City, Metro Manila","CHERRY ORCHARD SUITES, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
ANUVA CONDO,"Alabang, Muntinlupa, Metro Manila","ANUVA CONDO, Alabang, Muntinlupa, Metro Manila, Philippines",14.4427612,121.0458815
PALMDALE HEIGHTS,"Bagong Ilog, Pasig, Metro Manila","PALMDALE HEIGHTS, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
BSA Twin Tower,"Wack-Wack Greenhills, Mandaluyong, Metro Manila","BSA Twin Tower, Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines",14.586044,121.058239
GA Tower Two,"Addition Hills, Mandaluyong, Metro Manila","GA Tower Two, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
The Viceroy Residences,"Bagong Tanyag, Taguig, Metro Manila","The Viceroy Residences, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5327212,121.0498396
One Uptown Residences,"South Cembo, Makati, Metro Manila","One Uptown Residences, South Cembo, Makati, Metro Manila, Philippines",14.5570147,121.0529192
One Orchard Road,"Ramon Magsaysay, Quezon City, Metro Manila","One Orchard Road, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
Number One West Tower,"Bangkal, Makati, Metro Manila","Number One West Tower, Bangkal, Makati, Metro Manila, Philippines",14.5429948,121.0150011
University Tower,"Bangkal, Makati, Metro Manila","University Tower, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
The Gramercy Residences,"Poblacion, Makati, Metro Manila","The Gramercy Residences, Poblacion, Makati, Metro Manila, Philippines",14.5656463,121.0284744
One Union Place,"Western Bicutan, Taguig, Metro Manila","One Union Place, Western Bicutan, Taguig, Metro Manila, Philippines",14.5029325,121.0476261
329 Armstrong,"Barangay 76, Pasay, Metro Manila","329 Armstrong, Barangay 76, Pasay, Metro Manila, Philippines",14.5451838,120.9924823
Cityland Shaw Tower,"Addition Hills, Mandaluyong, Metro Manila","Cityland Shaw Tower, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5847099,121.0494422
Beaufort East Condo,"Bagong Tanyag, Taguig, Metro Manila","Beaufort East Condo, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5463039,121.0456263
Manhattan Square,"Bangkal, Makati, Metro Manila","Manhattan Square, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Palawan Tower at Bay Gardens,"Malate, Manila, Metro Manila","Palawan Tower at Bay Gardens, Malate, Manila, Metro Manila, Philippines",14.5726563,120.9900993
OLYMPIC HEIGHTS,"Ramon Magsaysay, Quezon City, Metro Manila","OLYMPIC HEIGHTS, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
Stamford Executive Residences,"Bagong Tanyag, Taguig, Metro Manila","Stamford Executive Residences, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5338058,121.0487587
STRATA VIEWS,"Balong-Bato, San Juan, Metro Manila","STRATA VIEWS, Balong-Bato, San Juan, Metro Manila, Philippines",14.6086583,121.025626
M PLACE,"Ramon Magsaysay, Quezon City, Metro Manila","M PLACE, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
EIGHT FORBESTOWN ROAD,"Bagong Tanyag, Taguig, Metro Manila","EIGHT FORBESTOWN ROAD, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5507309,121.0439466
The barons place,"Balong-Bato, San Juan, Metro Manila","The barons place, Balong-Bato, San Juan, Metro Manila, Philippines",14.6086583,121.025626
The Columns Legaspi Village,"Bangkal, Makati, Metro Manila","The Columns Legaspi Village, Bangkal, Makati, Metro Manila, Philippines",14.5514314,121.0160125
The Palmtree at NewPort City,"Malate, Manila, Metro Manila","The Palmtree at NewPort City, Malate, Manila, Metro Manila, Philippines",14.5847318,121.0494402
Sofia Bellevue,"Ramon Magsaysay, Quezon City, Metro Manila","Sofia Bellevue, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
MAGNOLIA RESIDENCES,"Ramon Magsaysay, Quezon City, Metro Manila","MAGNOLIA RESIDENCES, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
THE SHANG GRAND TOWER,"San Lorenzo, Makati, Metro Manila","THE SHANG GRAND TOWER, San Lorenzo, Makati, Metro Manila, Philippines",14.5547389,121.0213696
Swire Elan Suites,"Greenhills, San Juan, Metro Manila","Swire Elan Suites, Greenhills, San Juan, Metro Manila, Philippines",14.6037592,121.0510743
Azure Urban Resort Residences Parañaque,"Marcelo Green Village, Parañaque, Metro Manila","Azure Urban Resort Residences Parañaque, Marcelo Green Village, Parañaque, Metro Manila, Philippines",14.4839108,121.0438694
PONTE SALCEDO,"Bangkal, Makati, Metro Manila","PONTE SALCEDO, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Phoenix Heights,"Bagong Ilog, Pasig, Metro Manila","Phoenix Heights, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5719283,121.0683312
Antel Seaview,"Malate, Manila, Metro Manila","Antel Seaview, Malate, Manila, Metro Manila, Philippines",14.5409566,120.9926572
Grand Soho Makati,"Bel-Air, Makati, Metro Manila","Grand Soho Makati, Bel-Air, Makati, Metro Manila, Philippines",14.5617893,121.0231165
THE COLONADE RESIDENCES,"Bangkal, Makati, Metro Manila","THE COLONADE RESIDENCES, Bangkal, Makati, Metro Manila, Philippines",14.554417,121.0185934
Sarasota Residential Resort,"Malate, Manila, Metro Manila","Sarasota Residential Resort, Malate, Manila, Metro Manila, Philippines",14.5223523,121.0156289
ALPHA SALCEDO,"Bel-Air, Makati, Metro Manila","ALPHA SALCEDO, Bel-Air, Makati, Metro Manila, Philippines",14.5611581,121.0226694
Kensington Place,"BGC, Taguig, Metro Manila","Kensington Place, BGC, Taguig, Metro Manila, Philippines",14.5532149,121.0438123
Cityland Rada Regency,"Bangkal, Makati, Metro Manila","Cityland Rada Regency, Bangkal, Makati, Metro Manila, Philippines",14.5554443,121.0179608
oriental gardens makati,"Bangkal, Makati, Metro Manila","oriental gardens makati, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Cityland Pioneer,"Addition Hills, Mandaluyong, Metro Manila","Cityland Pioneer, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
Aston at Two Serendra,"Bagong Tanyag, Taguig, Metro Manila","Aston at Two Serendra, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5468365,121.053565
Sapphire Residences,"BGC, Taguig, Metro Manila","Sapphire Residences, BGC, Taguig, Metro Manila, Philippines",14.5541156,121.0451112
ADRIATICO RESIDENCES,"Quiapo, Manila, Metro Manila","ADRIATICO RESIDENCES, Quiapo, Manila, Metro Manila, Philippines",14.5746765,120.9839052
EL JARDIN DEL PRESIDENTE 2,"South Triangle, Quezon City, Metro Manila","EL JARDIN DEL PRESIDENTE 2, South Triangle, Quezon City, Metro Manila, Philippines",14.6379689,121.0388494
Two Maridien,"BGC, Taguig, Metro Manila","Two Maridien, BGC, Taguig, Metro Manila, Philippines",14.5484188,121.0500827
EDADES TOWER AND GARDEN VILLAS,"Rockwell, Makati, Metro Manila","EDADES TOWER AND GARDEN VILLAS, Rockwell, Makati, Metro Manila, Philippines",14.5664278,121.0364517
Joya Lofts and Towers,"Rockwell, Makati, Metro Manila","Joya Lofts and Towers, Rockwell, Makati, Metro Manila, Philippines",14.5651562,121.0375876
THE COLUMNS LEGAZPI VILLAGE,"San Lorenzo, Makati, Metro Manila","THE COLUMNS LEGAZPI VILLAGE, San Lorenzo, Makati, Metro Manila, Philippines",14.5516578,121.0156315
GRAND HYATT RESIDENCES,"BGC, Taguig, Metro Manila","GRAND HYATT RESIDENCES, BGC, Taguig, Metro Manila, Philippines",14.5575286,121.052148
ONE BURGUNDY PLAZA,"Ramon Magsaysay, Quezon City, Metro Manila","ONE BURGUNDY PLAZA, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.6380003,121.0742727
Tuscany Private Estate,"McKinley Hill, Taguig, Metro Manila","Tuscany Private Estate, McKinley Hill, Taguig, Metro Manila, Philippines",14.5379392,121.0519093
The Venice Luxury Residences,"McKinley Hill, Taguig, Metro Manila","The Venice Luxury Residences, McKinley Hill, Taguig, Metro Manila, Philippines",14.5331906,121.0507124
The Florence Residence,"Bagong Tanyag, Taguig, Metro Manila","The Florence Residence, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.4773218,121.0485599
Viceroy Residences,"Bagong Tanyag, Taguig, Metro Manila","Viceroy Residences, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5327212,121.0498396
Sonata Private Residences,"Wack-Wack Greenhills, Mandaluyong, Metro Manila","Sonata Private Residences, Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines",14.5811993,121.0584824
The Proscenium,"Bangkal, Makati, Metro Manila","The Proscenium, Bangkal, Makati, Metro Manila, Philippines",14.5661112,121.0387092
Verve Residences,"BGC, Taguig, Metro Manila","Verve Residences, BGC, Taguig, Metro Manila, Philippines",14.5485374,121.0492615
The Ritz Tower,"Bel-Air, Makati, Metro Manila","The Ritz Tower, Bel-Air, Makati, Metro Manila, Philippines",14.5639339,121.0263428
THE AVANT AT THE FORT,"Bagong Tanyag, Taguig, Metro Manila","THE AVANT AT THE FORT, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5493202,121.0447529
KL Mosaic,"Bangkal, Makati, Metro Manila","KL Mosaic, Bangkal, Makati, Metro Manila, Philippines",14.5527285,121.0181729
Trump Tower Manila,"Metro Manila, Quezon City","Trump Tower Manila, Metro Manila, Quezon City, Philippines",14.565145,121.0283321
Signa Designer Residences,"Bel-Air, Makati, Metro Manila","Signa Designer Residences, Bel-Air, Makati, Metro Manila, Philippines",14.5592579,121.0190855
The Lerato,"Bel-Air, Makati, Metro Manila","The Lerato, Bel-Air, Makati, Metro Manila, Philippines",14.5625329,121.017317
The Grand Quartier,"Tugatog, Malabon, Metro Manila","The Grand Quartier, Tugatog, Malabon, Metro Manila, Philippines",14.6629184,120.9689892
Cypress Towers,"Bagong Tanyag, Taguig, Metro Manila","Cypress Towers, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5291784,121.0581887
Rosewood Pointe,"Ususan, Taguig, Metro Manila","Rosewood Pointe, Ususan, Taguig, Metro Manila, Philippines",14.5288577,121.062207
Forbeswood Heights,"Bagong Tanyag, Taguig, Metro Manila","Forbeswood Heights, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5512117,121.0445008
Crescent Park Residences,"Bagong Tanyag, Taguig, Metro Manila","Crescent Park Residences, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5533448,121.044305
Penhurst Park place,"Forbes Park North, Makati, Metro Manila","Penhurst Park place, Forbes Park North, Makati, Metro Manila, Philippines",14.5534781,121.0439466
Bonifacio Ridge,"BGC, Taguig, Metro Manila","Bonifacio Ridge, BGC, Taguig, Metro Manila, Philippines",14.5536946,121.0432419
Essensa Towers,"BGC, Taguig, Metro Manila","Essensa Towers, BGC, Taguig, Metro Manila, Philippines",14.5433218,121.0467543
mckinley hill garden villas,"Bagong Tanyag, Taguig, Metro Manila","mckinley hill garden villas, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.4773218,121.0485599
Aic Gold Tower,"Bagong Ilog, Pasig, Metro Manila","Aic Gold Tower, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Cerritos East Residences,"Bagong Ilog, Pasig, Metro Manila","Cerritos East Residences, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
East Ortigas Mansions,"Bagong Ilog, Pasig, Metro Manila","East Ortigas Mansions, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Renaissance Tower,"Ugong, Pasig, Metro Manila","Renaissance Tower, Ugong, Pasig, Metro Manila, Philippines",14.5813512,121.0650212
East Raya Garden,"Bagong Ilog, Pasig, Metro Manila","East Raya Garden, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Bali Oasis Phase,"Bagong Ilog, Pasig, Metro Manila","Bali Oasis Phase, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
ADB Avenue Tower,"Bagong Ilog, Pasig, Metro Manila","ADB Avenue Tower, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Alexandra,"Bagong Ilog, Pasig, Metro Manila","Alexandra, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Kroma Tower,"San Lorenzo, Makati, Metro Manila","Kroma Tower, San Lorenzo, Makati, Metro Manila, Philippines",14.5586592,121.0168143
KL MALVAR Residences,"Bagong Ilog, Pasig, Metro Manila","KL MALVAR Residences, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Magnolia Place,"Talipapa, Quezon City, Metro Manila","Magnolia Place, Talipapa, Quezon City, Metro Manila, Philippines",14.67955,121.0235238
Mayfield Park Residences,"Rosario, Pasig, Metro Manila","Mayfield Park Residences, Rosario, Pasig, Metro Manila, Philippines",14.5931432,121.1076764
Rainbow Ridge,"Pinagsama, Taguig, Metro Manila","Rainbow Ridge, Pinagsama, Taguig, Metro Manila, Philippines",14.526548,121.052143
Raya Garden,"Barangay 76, Pasay, Metro Manila","Raya Garden, Barangay 76, Pasay, Metro Manila, Philippines",14.5451838,120.9924823
Joya South Tower,"Bangkal, Makati, Metro Manila","Joya South Tower, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Francesca Tower 2,"Ramon Magsaysay, Quezon City, Metro Manila","Francesca Tower 2, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.659539,121.022759
One Lafayette Square,"Bel-Air, Makati, Metro Manila","One Lafayette Square, Bel-Air, Makati, Metro Manila, Philippines",14.5590339,121.0219974
Hidalgo Place,"Rockwell, Makati, Metro Manila","Hidalgo Place, Rockwell, Makati, Metro Manila, Philippines",14.5637863,121.0350268
Salcedo Park,"Bel-Air, Makati, Metro Manila","Salcedo Park, Bel-Air, Makati, Metro Manila, Philippines",14.560039,121.022788
MPlace South Triangle,"Pasong Tamo, Quezon City, Metro Manila","MPlace South Triangle, Pasong Tamo, Quezon City, Metro Manila, Philippines",14.6793833,121.0593087
Parc Regent,"Bangkal, Makati, Metro Manila","Parc Regent, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Manansala Rockwell,"Bangkal, Makati, Metro Manila","Manansala Rockwell, Bangkal, Makati, Metro Manila, Philippines",14.5640382,121.0381395
Edades Tower,"Rockwell, Makati, Metro Manila","Edades Tower, Rockwell, Makati, Metro Manila, Philippines",14.5664278,121.0364517
Makati Executive Towers,"Bangkal, Makati, Metro Manila","Makati Executive Towers, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Hampton Gardens,"Bagong Ilog, Pasig, Metro Manila","Hampton Gardens, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
The Columns,"Bangkal, Makati, Metro Manila","The Columns, Bangkal, Makati, Metro Manila, Philippines",14.5617318,121.0162631
Palmdale Hieghts,"Bagong Ilog, Pasig, Metro Manila","Palmdale Hieghts, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Illumina Residences,"Bagong Ilog, Pasig, Metro Manila","Illumina Residences, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
The Grove,"Ugong, Pasig, Metro Manila","The Grove, Ugong, Pasig, Metro Manila, Philippines",14.5863374,121.0793396
Riverfront Residences,"Ugong, Pasig, Metro Manila","Riverfront Residences, Ugong, Pasig, Metro Manila, Philippines",14.5728789,121.0773131
Kasara Urban Resort,"Ugong, Pasig, Metro Manila","Kasara Urban Resort, Ugong, Pasig, Metro Manila, Philippines",14.5817871,121.0783535
D Ace Suites,"Bagong Ilog, Pasig, Metro Manila","D Ace Suites, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
Centro Residences,"Kaunlaran, Quezon City, Metro Manila","Centro Residences, Kaunlaran, Quezon City, Metro Manila, Philippines",14.6171608,121.0453544
AMAIA SKIES AVENIDA,"Quiapo, Manila, Metro Manila","AMAIA SKIES AVENIDA, Quiapo, Manila, Metro Manila, Philippines",14.6049623,120.9814738
Amorsolo Square at Rockwell,"Rockwell, Makati, Metro Manila","Amorsolo Square at Rockwell, Rockwell, Makati, Metro Manila, Philippines",14.5655607,121.0355186
Venice Luxury Residences,"McKinley Hill, Taguig, Metro Manila","Venice Luxury Residences, McKinley Hill, Taguig, Metro Manila, Philippines",14.5331906,121.0507124
Fraser Place Manila,"Bangkal, Makati, Metro Manila","Fraser Place Manila, Bangkal, Makati, Metro Manila, Philippines",14.5597659,121.0257478
Belton Place Condo,"Bangkal, Makati, Metro Manila","Belton Place Condo, Bangkal, Makati, Metro Manila, Philippines",14.5616518,121.0117381
Vivant Flats,"Alabang, Muntinlupa, Metro Manila","Vivant Flats, Alabang, Muntinlupa, Metro Manila, Philippines",14.4136362,121.0364121
Presidio Lakefront,"Barangay 76, Pasay, Metro Manila","Presidio Lakefront, Barangay 76, Pasay, Metro Manila, Philippines",14.5451838,120.9924823
Two Serendra,"BGC, Taguig, Metro Manila","Two Serendra, BGC, Taguig, Metro Manila, Philippines",14.547616,121.0530835
Bellagio Towers,"BGC, Taguig, Metro Manila","Bellagio Towers, BGC, Taguig, Metro Manila, Philippines",14.5521427,121.0436897
Luxe Residences,"Bagong Tanyag, Taguig, Metro Manila","Luxe Residences, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.4773218,121.0485599
Bonifacio Heights,"Bagong Tanyag, Taguig, Metro Manila","Bonifacio Heights, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.4773218,121.0485599
Solemare Parksuites,"Metro Manila, Parañaque, Baclaran","Solemare Parksuites, Metro Manila, Parañaque, Baclaran, Philippines",14.5302555,120.9885253
South Residences,"Almanza Dos, Las Piñas, Metro Manila","South Residences, Almanza Dos, Las Piñas, Metro Manila, Philippines",14.402521,121.0077058
Mango Tree Residences,"Manila, Metro Manila","Mango Tree Residences, Manila, Metro Manila, Philippines",14.6070092,121.0344806
California Garden Square,"Addition Hills, Mandaluyong, Metro Manila","California Garden Square, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5791574,121.0475029
KASARA Urban Resort Residences,"Ugong, Pasig, Metro Manila","KASARA Urban Resort Residences, Ugong, Pasig, Metro Manila, Philippines",14.5817871,121.0783535
Dansalan Gardens,"Addition Hills, Mandaluyong, Metro Manila","Dansalan Gardens, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5794443,121.0359174
AMAIA STEPS SUCAT,"Barangay 76, Pasay, Metro Manila","AMAIA STEPS SUCAT, Barangay 76, Pasay, Metro Manila, Philippines",14.4626963,121.0245538
Mondrian Residences,"Alabang, Muntinlupa, Metro Manila","Mondrian Residences, Alabang, Muntinlupa, Metro Manila, Philippines",14.4190577,121.0353466
LaVie Flat,"Metro Manila, Muntinlupa","LaVie Flat, Metro Manila, Muntinlupa, Philippines",14.413244,121.0361993
Avida Tower Alabang,"Alabang, Muntinlupa, Metro Manila","Avida Tower Alabang, Alabang, Muntinlupa, Metro Manila, Philippines",14.4138056,121.0461921
Ohana Place,"Almanza Uno, Las Piñas, Metro Manila","Ohana Place, Almanza Uno, Las Piñas, Metro Manila, Philippines",14.4302311,121.01832
Almanza Metropolis,"Almanza Dos, Las Piñas, Metro Manila","Almanza Metropolis, Almanza Dos, Las Piñas, Metro Manila, Philippines",14.4359593,121.0126534
The Residential Resort At Newport City,"Malate, Manila, Metro Manila","The Residential Resort At Newport City, Malate, Manila, Metro Manila, Philippines",14.5244448,121.0129153
Pioneer Pointe,"Highway Hills, Mandaluyong, Metro Manila","Pioneer Pointe, Highway Hills, Mandaluyong, Metro Manila, Philippines",14.5719842,121.0542703
Lee Gardens,"Addition Hills, Mandaluyong, Metro Manila","Lee Gardens, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5878054,121.0462983
Tivoli Gardens Residences,"Addition Hills, Mandaluyong, Metro Manila","Tivoli Gardens Residences, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
The St. Francis Shangri-La Place,"Addition Hills, Mandaluyong, Metro Manila","The St. Francis Shangri-La Place, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
Soho Central,"Highway Hills, Mandaluyong, Metro Manila","Soho Central, Highway Hills, Mandaluyong, Metro Manila, Philippines",14.579243,121.0552847
Sycamore Tower Dansalan Gardens,"Malamig, Mandaluyong, Metro Manila","Sycamore Tower Dansalan Gardens, Malamig, Mandaluyong, Metro Manila, Philippines",14.5753154,121.0437537
GATEWAY GARDEN HEIGHTS (GGH),"Quiapo, Manila, Metro Manila","GATEWAY GARDEN HEIGHTS (GGH), Quiapo, Manila, Metro Manila, Philippines",14.570688,121.0488892
The Bonifacio Residences,"Addition Hills, Mandaluyong, Metro Manila","The Bonifacio Residences, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
Acqua Private Residences,"Hulo, Mandaluyong, Metro Manila","Acqua Private Residences, Hulo, Mandaluyong, Metro Manila, Philippines",14.5682746,121.0360236
The Viceroy,"McKinley Hill, Taguig, Metro Manila","The Viceroy, McKinley Hill, Taguig, Metro Manila, Philippines",14.5371778,121.0553155
The Infinity,"Pinagsama, Taguig, Metro Manila","The Infinity, Pinagsama, Taguig, Metro Manila, Philippines",14.526548,121.052143
The Icon,"Tondo, Manila, Metro Manila","The Icon, Tondo, Manila, Metro Manila, Philippines",14.6205653,120.9659671
The Bellagio 3,"BGC, Taguig, Metro Manila","The Bellagio 3, BGC, Taguig, Metro Manila, Philippines",14.5515204,121.0437837
The Aston At Two Serendra,"Bagong Tanyag, Taguig, Metro Manila","The Aston At Two Serendra, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5468365,121.053565
Seibu Tower,"Bagong Tanyag, Taguig, Metro Manila","Seibu Tower, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.4773218,121.0485599
Fort Palm Spring,"Bagong Tanyag, Taguig, Metro Manila","Fort Palm Spring, Bagong Tanyag, Taguig, Metro Manila, Philippines",14.5538789,121.0440344
Woodsville Viverde Mansion,"Tondo, Manila, Metro Manila","Woodsville Viverde Mansion, Tondo, Manila, Metro Manila, Philippines",14.6205653,120.9659671
Tribeca Private Residences,"Tondo, Manila, Metro Manila","Tribeca Private Residences, Tondo, Manila, Metro Manila, Philippines",14.6292875,120.9680806
Lions Park Residences,"Barangay 76, Pasay, Metro Manila","Lions Park Residences, Barangay 76, Pasay, Metro Manila, Philippines",14.5451838,120.9924823
Fountain Breeze,"Tondo, Manila, Metro Manila","Fountain Breeze, Tondo, Manila, Metro Manila, Philippines",14.6205653,120.9659671
MALATE BAYVIEW MANSION,"Tondo, Manila, Metro Manila","MALATE BAYVIEW MANSION, Tondo, Manila, Metro Manila, Philippines",14.5704987,120.9856156
